2.04250372634125,0.402933162336314,-0.937685286173351,-0.937971063754323,0.950395384246728,0.66195988894369,-4.45139334282078,-1.5909202215976,2.09801128046995,-3.18442481936002,2.11083930098069,-0.01904588802178,-5.88630049693129,2.72698130228487,-0.579707245840481,-3.37196773904724,0.900051119155524,1.60863275502349,-4.51654047379196,2.58705039031757,-0.237615140189823,1.97995828713292,0.693027739451733,0.59576156179192,-0.358237243394089,0.41222728938598,0.941726760484075,0.649751673934828,2.08254778835068,3.84202239870944,-6.04639264768214,2.11923438471949,0.920908336341725,1.38379879380415,-1.24688895926474,0.15370006914577,1.088480377545,0.334442434238687,-1.39009762821643,4.90878763261245,-2.23136799931086,2.20449635145965,1.60393035847921,-0.265553903741674,0.653977488187045,0.83846075688954,-1.29079200557833,2.0413620161047,1.49680773085081,-0.299953249508073,0.830918060351351,0.86571673241822,1.22523867811163,4.99875509116727,-2.4763316817981,-0.484722245273937,0.262512935933668,0.668786444952164,-0.270496245769882,-0.452325999466487,0.666425883422074,-3.3288361349887,7.6095350080171,-2.27017885992789,0.008700658322708,3.5790743792783,-2.34795332195636,0.849030592271587,1.73103272916834,-2.94651825687973,1.91389220783415,-0.162390772401807,-1.38685129453472,-3.18990584604195,8.72955056964192,-2.85076136234213,0.906249803297056,-0.357435261643547,2.37744211925007,-0.924123286760271,0.607478762545547,-0.608028366988714,1.03269599621023,1.18785161133159,-0.651894024581491,16.1293777688647,-32.0442451537362,9.77093534653284,2.92813391968502,0.643989446036172,6.7616664522202,1.66284230907681,-0.333414964755503,0.17051265698472,-0.180456061683163,1.81181424032306,-1.00681742536691,10.4564023440928,-16.9699837046764,4.11473401422576,3.56738576038305,7.95334981202358,-14.075302486444,1.46223779775509,-51.7816411288371,-52.1754401749626,112.266509408364,56.0384925457338
0.44955,-1.7907,-5.6706,-6.116,-3.8961,-4.1541,-5.1489,-4.2713,-2.4883,-3.2134,-4.4421,-5.1797,-6.1793,-6.1876,-5.7008,-4.685,-5.2677,-6.0989,-4.3529,-5.3742,-6.0949,-5.2006,-6.604,-7.378,-3.8973,-3.6774,-3.067,-2.3763,-2.5613,-1.7366,-1.5479,-2.3242,0.32303,-1.8214,-0.64217,-0.6988,-2.2584,-2.6074,-2.1942,-4.1649,-3.2079,-2.9813,-2.5841,-2.1416,-1.7066,-0.049999,1.1717,0.3141,0.27823,-0.24875,0.75428,-0.38362,0.56768,0.097011,-0.23853,1.1133,1.6019,-0.81565,1.7497,0.53786,0.93708,2.5663,0.33756,-1.0762,1.5236,2.2045,0.245,2.3282,2.2064,3.8136,2.8634,4.5768,1.1194,3.5784,2.073,2.8751,3.6583,2.5385,5.2697,4.821,1.5336,2.773,0.74321,-1.1983,1.364,0.53768,1.785056797,1.533201873,3.807607065,-5.174869186,-1.87563561,-2.88963999,-2.630236711,-2.202358359,-1.981480626,-1.311951333,-0.670957703,-0.682683676,-2.74770724,-1.428430955,-3.120411823,-0.212000743,0.395224573,-0.516331409,1.432485691,-1.767002991,-13.50868341,-39.66867867
0.44955,-1.7907,-5.6517,-6.0554,-3.8961,-4.8445,-5.1396,-4.3938,-2.4978,-3.2199,-4.5568,-5.7176,-6.1793,-6.261,-5.7183,-4.685,-5.2763,-6.0471,-4.3529,-5.2232,-6.0949,-5.2006,-6.6816,-7.0808,-3.8973,-3.6782,-3.064,-2.2676,-2.5602,-1.7366,-1.3756,-1.956,0.32303,-1.8214,-0.6651,-0.34075,-2.3615,-2.6097,-2.1942,-4.1716,-3.2048,-2.9813,-2.5841,-2.415,-0.70367,0.22139,1.1783,0.3141,0.287,-0.2309,0.75428,-0.38084,0.55766,0.47635,-0.23853,1.1133,1.6247,-0.81132,1.7497,0.67323,0.94042,2.5663,0.33423,-1.0766,1.5236,2.1686,0.24731,2.3896,2.2167,3.8044,2.8634,4.5725,1.1666,3.5784,2.0787,2.8751,3.6583,2.6602,5.2697,4.6042,1.9287,2.7701,0.74321,-1.1615,1.364,0.62412,1.796854999,1.533201873,3.743710256,-5.252867433,-1.87563561,-2.734495764,-2.630236711,-2.202358359,-1.98198955,-0.950783192,-0.670957703,-0.702920115,-2.688934347,-1.464089276,-3.112131351,-0.212000743,0.431566846,-0.542914996,1.432485691,-1.832270717,-13.50868341,-39.66867867
0.44955,-1.7907,-5.6076,-6.0554,-3.5943,-4.8343,-5.1396,-4.3703,-2.5785,-3.2199,-4.549,-5.6966,-6.1793,-6.2529,-5.7237,-4.9056,-5.2819,-6.0471,-4.5624,-6.1851,-6.0949,-5.2006,-6.6857,-7.0716,-3.3801,-3.7353,-3.064,-2.2734,-2.4047,-1.7366,-1.3777,-1.9507,0.34232,-1.6058,-0.87452,-0.34075,-2.3608,-2.525,-2.1942,-4.4316,-3.2888,-3.1037,-2.5992,-2.415,-0.70418,0.23708,1.1783,0.3141,0.35419,-0.20968,1.168,-0.26094,0.55766,0.47549,-0.2857,1.1133,1.5808,-0.75182,1.7497,0.67646,0.84303,2.5663,0.35444,-1.0766,1.6172,2.1686,0.24731,2.4025,2.1911,3.778,2.9581,4.5364,1.1666,3.6257,2.1558,2.8751,3.6583,2.6707,5.2697,4.6251,1.9287,2.7701,0.63281,-1.1475,1.364,0.63033,1.796530161,1.190663803,3.783036669,-5.252867433,-1.89226537,-2.734495764,-2.681938828,-2.202358359,-1.737206535,-0.951617305,-0.584953586,-0.683816432,-2.688934347,-1.465075632,-3.174880493,-0.212000743,0.432651842,-0.594491967,1.338926666,-1.832270717,-15.08769031,-39.66867867
0.43932,-1.8225,-5.6126,-6.0554,-3.5943,-5.0482,-5.1396,-4.4342,-2.5785,-3.2199,-4.5129,-5.7858,-6.2048,-6.2793,-5.7237,-4.9097,-5.2819,-6.0471,-4.567,-6.1875,-6.0786,-5.2038,-6.6873,-7.0716,-3.3907,-3.7353,-3.064,-2.2838,-2.4047,-1.6622,-1.5435,-1.9507,0.34673,-1.6058,-0.92007,-0.34075,-2.3388,-2.5879,-2.1869,-4.2359,-3.2888,-3.1025,-2.6024,-2.415,-0.57399,0.14461,1.1783,0.55118,0.35419,-0.20968,1.1691,-0.23701,0.55766,0.47924,-0.20899,1.4101,1.5808,-0.75182,1.7497,0.56773,0.84303,2.5681,0.35444,-1.0766,1.6172,2.1433,0.24731,2.4055,2.1911,3.778,2.9934,4.5981,1.1666,3.588,2.1498,2.8794,3.5221,2.6707,5.2807,4.6488,1.9287,2.7701,0.62394,-1.1404,1.352,0.66555,1.796530161,1.214297292,3.783036669,-5.252867433,-1.900611082,-2.766154795,-2.681919617,-2.200952154,-1.86004269,-0.951617305,-0.581655619,-0.656125331,-2.688934347,-1.464977451,-3.174880493,-0.089491794,0.36789524,-0.594491967,1.338926666,-1.854657582,-15.08769031,-40.08460625
0.45264,-2.0257,-5.6696,-6.0283,-3.7198,-5.0482,-5.0989,-4.4267,-2.5785,-3.3004,-4.4363,-5.7858,-6.2466,-6.2092,-5.7237,-4.9219,-5.2264,-6.0265,-4.7148,-6.1875,-6.1683,-5.123,-6.5801,-7.0716,-3.4894,-3.8762,-3.0038,-2.365,-2.4047,-1.6622,-1.5435,-1.9507,0.25607,-1.313,-0.92007,-0.33188,-2.3083,-2.5879,-2.2109,-4.1327,-3.2888,-3.0725,-2.5034,-2.4098,-0.5264,0.14564,1.1783,0.55371,0.34859,-0.20968,1.0751,-0.23701,0.51752,0.40038,-0.20899,1.4124,1.5326,-0.75182,1.4568,0.56773,0.84303,2.656,0.25598,-1.0579,1.5038,2.1433,0.27006,2.4055,2.1911,3.778,2.8833,4.5981,1.1046,3.6801,2.1498,2.7734,3.5221,2.6707,5.2954,4.6353,2.0185,2.6072,0.43808,-1.1404,1.3619,0.71142,1.796530161,1.141349711,3.891963606,-5.252867433,-1.855784852,-2.766154795,-2.634050835,-2.055591882,-1.749400362,-0.951617305,-0.577856213,-0.658327047,-2.622411669,-1.49709929,-3.174880493,-0.089491794,0.345459029,-0.594491967,1.290669334,-1.854657582,-15.08769031,-40.08460625
1.289,-2.027,-5.6696,-5.792,-3.6641,-5.0482,-5.01,-4.1928,-2.6199,-3.3004,-4.3882,-5.7858,-6.2624,-6.156,-5.7237,-4.7128,-5.2264,-6.1195,-4.6774,-6.1875,-6.1389,-5.123,-6.5801,-6.9598,-3.452,-3.8762,-2.9591,-2.3535,-2.4047,-1.6419,-1.6265,-2.0066,0.22087,-1.171,-0.92007,-0.30567,-2.3994,-2.5879,-2.2011,-4.1327,-3.4869,-3.0253,-2.5034,-2.4794,-0.47759,0.10114,1.1783,0.62389,0.34859,-0.18896,1.0175,-0.23701,0.45424,0.36018,-0.20899,1.5197,1.5326,-0.75182,1.4994,0.56773,0.86842,2.6267,0.25598,-1.1003,1.6348,2.1433,0.29933,2.4718,2.0829,3.778,2.8882,4.5981,1.1112,3.6627,2.1498,2.7515,3.6444,2.4988,5.1553,4.6353,2.0282,2.6072,0.30936,-1.1404,1.3619,0.79641,1.653333765,0.967218612,3.891963606,-5.365504967,-1.805199205,-2.766154795,-2.634050835,-2.055591882,-1.749400362,-1.001713362,-0.609147091,-0.658327047,-2.602659516,-1.510830851,-3.174880493,0.015262518,0.343419431,-0.459500552,1.210028472,-1.67233756,-14.98882079,-41.27076019
-0.41477,-2.0291,-5.6696,-5.6082,-3.587,-5.1178,-5.0343,-4.1928,-2.5999,-3.2855,-4.3882,-5.7318,-6.2624,-6.156,-5.7526,-4.6648,-5.2264,-6.1605,-4.6806,-6.1875,-5.9719,-5.0791,-6.5801,-6.8097,-3.2316,-3.8762,-3.2754,-2.3535,-2.4047,-1.6688,-1.6265,-1.9747,0.25664,-1.1869,-0.87409,-0.44328,-2.3994,-2.6699,-2.0972,-4.1327,-3.6444,-2.841,-2.5034,-2.4484,-0.47759,0.10114,1.1353,0.64874,0.34859,-0.23632,0.90496,-0.22845,0.31793,0.36018,-0.18216,1.4682,1.5326,-0.69242,1.5259,0.56773,0.88532,2.5849,0.25598,-1.0866,1.881,2.0476,0.21457,2.4718,2.0439,3.7543,2.9022,4.5981,1.0381,3.7324,2.1085,2.7089,3.6444,2.4671,5.063,4.6353,1.9931,2.5367,0.30936,-1.1359,1.4889,0.79641,1.638107692,0.900371766,3.891963606,-5.259919881,-1.731541969,-2.840652055,-2.565236677,-2.054645165,-1.749400362,-0.938230862,-0.800816484,-0.658327047,-2.67691353,-1.510830851,-3.17232229,-0.001157922,0.343419431,-0.42230707,0.939465081,-1.67233756,-14.72552543,-42.92800363
-0.15933,-2.1564,-5.523,-5.4765,-3.587,-5.0839,-4.9624,-4.1928,-2.7371,-3.3457,-4.3882,-5.7568,-6.1985,-6.156,-5.6095,-4.6648,-5.1488,-6.1652,-4.6806,-6.4217,-5.9111,-4.9787,-6.5368,-6.7615,-3.2316,-3.7873,-3.2881,-2.3535,-2.4968,-1.6617,-1.6265,-1.801,0.25664,-1.1869,-1.0697,-0.44828,-2.3994,-2.5663,-2.0867,-3.8447,-3.6394,-2.841,-2.4065,-2.3874,-0.47759,0.10114,1.068,0.71192,0.42052,-0.40999,0.90496,-0.25912,0.16358,0.36018,-0.31019,1.5353,1.731,-0.62158,1.5016,0.56773,0.6911,2.65,0.36617,-1.0589,1.881,1.9279,0.32833,2.4718,1.9576,3.6964,2.9022,4.5602,0.93449,3.7324,1.9798,2.6726,3.6444,2.4459,5.1269,4.7635,1.6629,2.5744,0.30936,-1.1066,1.5911,0.79641,1.582170319,0.900371766,4.177796822,-5.307576021,-1.731541969,-2.93447339,-2.478662969,-1.827164025,-1.668595856,-0.898938869,-0.800816484,-1.044839721,-2.55182339,-1.510830851,-3.054995118,0.074672793,0.343419431,-0.40684009,0.939465081,-1.67233756,-16.9923147,-43.09816611
-0.15933,-2.1564,-5.5094,-5.4518,-3.587,-4.97,-4.988,-4.1706,-2.7371,-3.4007,-4.3882,-5.7811,-6.1985,-6.1121,-5.6457,-4.6648,-5.0992,-6.067,-4.6806,-6.3966,-5.9111,-4.9787,-6.6794,-6.7615,-3.2316,-3.7873,-3.2856,-2.3186,-2.4783,-1.6617,-1.5241,-1.9004,0.25664,-1.1869,-1.0543,-0.50394,-2.3994,-2.5663,-2.0867,-3.8961,-3.7513,-2.841,-2.4539,-2.4473,-0.40022,-0.21206,0.87662,0.71192,0.42052,-0.41081,0.90496,-0.25912,0.2415,0.38116,-0.31696,1.5353,1.6863,-0.69425,1.5016,0.54303,0.68653,2.65,0.37233,-1.1081,1.881,1.8531,0.25897,2.385,1.944,3.8299,2.9022,4.5964,0.92937,3.7324,2.1313,2.6726,3.5825,2.4417,5.1269,4.7679,1.6906,2.3782,0.27525,-1.09,1.5911,0.88217,1.582170319,0.900371766,4.170901179,-5.322186511,-1.731541969,-2.881155805,-2.478662969,-1.827164025,-1.710276363,-0.898938869,-0.800816484,-0.994379925,-2.544122141,-1.218125869,-3.186096932,0.074672793,0.220989189,-0.390945353,0.939465081,-1.650336201,-16.93090687,-43.09816611
-0.15933,-2.1564,-5.528,-5.4518,-3.2388,-5.0263,-4.988,-4.0442,-2.6154,-3.4007,-4.2955,-5.5696,-6.1985,-6.0799,-5.6356,-4.3618,-4.9644,-6.067,-4.7931,-6.0044,-5.9111,-4.9787,-6.6686,-6.7749,-3.2294,-3.7623,-3.2856,-2.4081,-2.4889,-1.6617,-1.4859,-1.9444,0.15378,-1.266,-1.0684,-0.50394,-2.3164,-2.6993,-2.0849,-3.88,-3.6638,-2.8216,-2.4382,-2.4473,-0.28443,-0.17034,0.85885,0.71192,0.40329,-0.38452,0.85827,-0.31297,0.2415,0.42883,-0.34454,1.5353,1.5911,-0.58476,1.5016,0.33363,0.81432,2.65,0.30369,-1.1081,1.859,1.7716,0.25897,2.4375,1.9478,3.731,2.6724,4.5969,0.92937,3.4947,2.0657,2.6726,3.6165,2.4144,5.1269,4.727,1.6906,2.3782,0.2142,-1.0661,1.5911,0.88849,1.620423708,1.125515697,4.209971606,-5.322186511,-1.832202877,-2.885213988,-2.478662969,-1.827164025,-1.657335128,-0.888581048,-0.82660769,-0.87414224,-2.544122141,-1.290582378,-3.175943478,0.074672793,0.337039412,-0.383261894,0.778264182,-1.496622614,-16.83943648,-43.09816611
-0.15839,-2.1337,-5.528,-5.4518,-3.2388,-5.0263,-4.988,-4.0442,-2.6154,-3.4007,-4.2955,-5.5696,-6.2571,-6.0799,-5.6356,-4.3618,-4.9644,-6.067,-4.7931,-6.0044,-5.8574,-4.9743,-6.6686,-6.7749,-3.2294,-3.7623,-3.2856,-2.4081,-2.4889,-1.6513,-1.4859,-1.9444,0.15378,-1.2269,-1.0684,-0.50394,-2.3164,-2.6993,-2.0849,-3.88,-3.6638,-2.8216,-2.4379,-2.4473,-0.28443,-0.17034,0.85885,0.71192,0.40329,-0.38452,0.85827,-0.28673,0.2415,0.42883,-0.30144,1.5353,1.5911,-0.52418,1.5293,0.33363,0.81432,2.575,0.29465,-1.1081,1.859,1.7716,0.25897,2.4375,1.9478,3.731,2.6145,4.5969,0.92937,3.4984,2.0657,2.4758,3.6165,2.4144,4.8484,4.9328,1.6906,2.3782,0.16809,-1.0661,1.4757,0.88849,1.620423708,1.125515697,4.209971606,-5.322186511,-1.832202877,-2.590387789,-2.521599927,-1.627764802,-1.657335128,-0.888581048,-0.798500355,-0.87414224,-2.544122141,-1.290582378,-3.175943478,0.084972488,0.337039412,-0.383261894,0.778264182,-1.496622614,-16.83943648,-44.11406713
-0.15839,-2.1337,-5.6705,-5.4898,-3.0951,-5.0263,-4.988,-3.9979,-2.6154,-3.4007,-4.201,-5.5696,-6.2571,-6.0237,-5.6356,-4.2085,-4.8579,-6.067,-4.8771,-6.0044,-5.8574,-4.9743,-6.5914,-6.7749,-3.1148,-3.7311,-3.2856,-2.5942,-2.4889,-1.495,-1.5821,-1.9444,0.14946,-1.2522,-1.0684,-0.6021,-2.233,-2.6993,-2.0849,-3.7365,-3.6638,-2.7182,-2.3467,-2.3967,-0.29669,-0.14414,0.85885,0.75065,0.31066,-0.38452,0.7915,-0.28673,0.2415,0.40376,-0.30144,1.5945,1.4045,-0.52418,1.5293,0.18678,0.81432,2.575,0.24826,-1.1081,2.0345,1.7716,0.25897,2.6251,1.9478,3.731,2.6145,4.5296,0.8521,3.6097,2.0657,2.4758,3.7606,2.4144,4.8484,4.9236,1.6906,2.3782,0.060019,-1.0661,1.4757,1.0368,1.620423708,0.89589846,4.319710652,-5.288319766,-1.844930989,-2.590387789,-2.521599927,-1.627764802,-1.512836943,-0.888581048,-0.798500355,-0.793849827,-2.544122141,-1.348296394,-3.175943478,0.251362564,0.27915282,-0.383261894,0.573979754,-1.294612189,-16.83943648,-42.42567023
-0.15839,-2.1507,-5.6705,-5.4898,-3.0951,-5.0263,-4.988,-3.9918,-2.6154,-3.4007,-4.201,-5.5696,-6.2748,-6.0237,-5.6356,-4.2085,-4.8579,-6.067,-4.8771,-6.0044,-5.7315,-4.8936,-6.5914,-6.5288,-3.1148,-3.7311,-3.1719,-2.5942,-2.4889,-1.4884,-1.5821,-1.9545,0.14946,-1.2522,-1.0684,-0.6021,-2.2975,-2.6993,-2.1238,-3.7365,-3.6638,-2.7182,-2.3467,-2.4248,-0.27768,-0.14414,0.87365,0.73433,0.31066,-0.38452,0.7915,-0.28673,0.2415,0.36762,-0.30144,1.5441,1.4045,-0.52418,1.4986,2.006,0.81432,2.4888,0.24826,-1.0793,2.0345,1.7716,0.23768,2.6251,1.9478,3.6566,2.6145,4.5296,0.8521,3.6097,2.0657,2.4231,3.7606,2.4144,4.7626,4.9236,1.6906,2.3782,-0.092436,-1.0661,1.4841,1.0368,1.620423708,0.89589846,4.319710652,-5.288319766,-1.844930989,-2.590387789,-2.64246076,-1.508199744,-1.512836943,-0.90906634,-0.869576319,-0.793849827,-2.544122141,-1.323587293,-3.175943478,0.324514059,0.294133232,-0.389576413,0.573979754,-1.294612189,-16.83943648,-43.21123254
-0.15839,-2.1507,-5.6705,-5.4058,-3.0752,-5.0646,-4.9862,-3.9918,-2.6402,-3.3651,-4.201,-5.5854,-6.2748,-6.0237,-5.6131,-4.2085,-4.8579,-6.1655,-6.6802,-5.983,-5.8165,-4.8936,-6.5914,-6.3309,-3.1148,-3.7311,-3.0859,-2.5942,-2.3677,-1.551,-1.5821,-1.7729,0.024566,-1.2522,-1.0426,-0.63355,-2.2975,-2.7793,-2.2192,-3.7365,-3.786,-2.7087,-2.3467,-2.3431,-0.27768,-0.14414,0.96811,0.73433,0.31066,-0.48877,0.79502,-0.22888,0.24322,0.36762,-0.2019,1.5321,1.4045,-0.23905,1.4986,2.006,0.9637,2.4888,0.24826,-1.1225,2.6774,1.7364,0.15756,2.6251,1.7332,3.6396,2.6145,4.5296,0.86255,2.4733,2.0163,3.4805,3.7606,2.3434,5.3826,4.9236,1.6884,2.1741,-0.092436,-1.0848,1.4841,1.0368,1.629540162,0.922404115,4.319710652,-5.237089367,-3.733827545,-2.76095559,-2.642850856,-1.508199744,-1.512836943,-0.910958428,-0.873915757,-0.793849827,-2.647020825,-1.323587293,-3.129020513,0.324762534,0.294133232,-0.389576413,0.587645261,-1.294612189,-16.83943648,-43.32733364
-0.31921,-5.0534,-5.6705,-5.4058,-3.0752,-5.0305,-4.4915,-3.9918,-2.6359,-4.7402,-4.201,-5.647,-6.9442,-6.0237,-5.6131,-4.2085,-4.8579,-6.172,-6.6802,-5.9314,-5.9381,-4.8936,-6.9558,-6.3614,-3.1148,-3.7311,-3.0859,-2.5942,-2.3677,-1.5342,-1.5821,-1.8868,0.024566,-1.2522,-0.97667,-0.69843,-2.2975,-2.7793,-2.2192,-3.7101,-3.786,-2.7087,-2.3467,-2.3818,-0.27768,-0.14414,1.029,0.73433,0.28523,-0.48877,0.79502,1.9276,0.24322,0.36762,2.9994,3.9104,1.3995,-0.23905,1.2422,2.006,1.1131,1.8905,0.24826,1.367,2.6774,1.6578,2.5405,2.6251,1.8088,3.6527,2.6145,4.5296,0.76307,2.4733,2.0146,3.4019,3.7606,2.303,5.3069,4.9511,4.4171,2.0347,-0.092436,-1.0166,0.31601,1.0368,1.610884818,0.922404115,4.319710652,-3.054828559,-3.733827545,-2.799350909,-2.678087557,-1.179899658,-1.512836943,-0.899492286,-0.873915757,-0.793849827,-2.647020825,-1.323587293,-3.129020513,0.37699358,0.294133232,-0.512955731,0.587645261,-1.294612189,-16.83943648,-43.64384491
-0.31921,-5.0534,-5.7325,-1.6344,-3.0752,-4.9178,-4.3824,-3.9918,-3.4091,-4.7126,-4.2187,-5.8116,-6.9442,-6.0055,-5.6131,-4.2085,-6.0602,-5.2489,-6.6802,-8.3,-5.9381,-4.8936,-7.0053,-6.3436,-3.1148,-4.1609,-3.0008,-2.6012,-0.11363,-1.5342,-1.7548,1.4623,0.024566,-1.2522,-1.0208,-0.54123,-2.2975,-2.6685,-2.2192,-3.7101,-3.904,-2.7087,-1.7481,-1.0977,-0.40393,-0.14414,2.9052,0.73433,-0.15094,2.9756,0.79502,1.9276,1.2749,0.36762,2.9717,3.9104,0.79957,2.8135,1.2422,2.006,4.1758,1.8905,0.27877,1.3645,2.6774,1.6578,2.6974,2.6976,4.2299,2.06,2.6145,-0.30265,4.1254,2.4733,2.0162,3.4019,3.7753,4.0769,5.3069,4.9555,4.4171,2.0347,-0.092436,-1.0167,0.31601,1.0621,1.664973421,0.922404115,4.345309704,-3.05470565,-3.733827545,-3.727273132,-2.678087557,-1.179899658,-1.507847748,-0.799712025,-0.873915757,-0.825970865,-2.649991912,-1.323587293,0.389327056,0.37699358,-0.697620883,2.998829819,0.587645261,-1.294612189,-16.70025213,-43.64384491
-0.31921,-5.0534,-5.7932,-1.6344,-3.0752,-4.9192,-4.3824,-4.6505,-3.4112,-4.7126,-4.2128,-5.8116,-6.9442,-4.5528,-5.6024,-4.2133,-6.0526,-5.2489,-6.643,-8.2933,-5.9381,-4.8936,-7.5058,-3.8353,-3.1664,-4.1615,-3.0008,-3.0103,-0.098971,-1.5342,-1.6831,1.4472,0.024566,-1.2522,0.74006,-0.54123,-1.3787,-1.6556,-2.2192,-2.6617,-2.2421,-2.4485,-1.7481,-1.0977,0.90691,0.97347,2.8986,0.73433,-0.14147,2.9638,0.66997,1.9217,1.2749,-0.0033086,2.7748,3.9104,0.79325,2.6706,1.2422,1.8921,4.2132,1.8905,0.28015,1.3645,2.7093,0.35919,2.6974,2.3631,4.2423,2.0462,2.6145,-0.29701,4.1254,2.4733,1.884,3.4019,1.539,4.0677,5.3069,1.4817,4.4171,2.0347,-0.09891,3.1175,0.31601,2.2819,1.664973421,0.933996923,-8.04013441,-3.05470565,-3.666140806,-3.739856688,-2.678087557,-1.179899658,-2.061340606,-0.42165691,-0.873915757,-2.317922259,-2.649991912,-1.323587293,0.4429564,0.37699358,-0.381303506,2.957514584,0.587645261,-1.294612189,-33.24909943,-43.64384491
