0.62654,0.65493,0.91724,0.83994,0.41028,0.66591,0.67694,0.55922,0.63648,0.78505,0.82728,0.74668,0.90431,0.82316,0.76506,0.41023,0.69044,0.46631,0.26993,0.65261,0.71099,0.70511,0.7573,0.89301,0.84669,0.88685,1.0044,0.84758,0.89578,0.906686966,0.690366066,0.675988417,0.496258674,0.473220586,0.441701944
0.58453,0.66804,0.89528,0.8403,0.40829,0.66988,0.74963,0.53285,0.63652,0.78521,0.77277,0.74647,0.90431,0.82316,0.73741,0.42935,0.68798,0.45792,0.38904,0.66487,0.77787,0.70493,0.75203,0.80643,0.89823,0.94341,0.98809,0.82568,0.97343,0.906781116,0.674079438,0.675956329,0.496258674,0.473585304,0.490556863
0.57261,0.77884,0.85635,0.77681,0.3844,0.73984,0.69402,0.57327,0.68968,0.79995,0.74743,0.87853,0.87355,0.83651,0.56083,0.43274,0.69294,0.42813,0.34638,0.59882,0.82056,0.68184,0.84021,0.77315,0.86232,0.97298,0.95875,0.82597,0.97353,0.870220815,0.727638714,0.637401855,0.610066976,0.418434241,0.589123824
0.63497,0.74963,0.85693,0.76029,0.39652,0.75497,0.73354,0.49835,0.72862,0.74344,0.7162,0.87141,0.85922,0.79525,0.56296,0.37523,0.64773,0.49868,0.43308,0.46222,0.77638,0.70943,0.8233,0.75768,0.88251,0.94115,1.005,0.86396,0.94366,0.862862098,0.762505609,0.622229314,0.561177164,0.432749301,0.575824679
0.64704,0.70988,0.94012,0.74216,0.50947,0.70308,0.84324,0.4592,0.85159,0.91052,0.70617,1.0062,0.7787,0.88648,0.62321,0.44576,0.68924,0.57744,0.52203,0.41873,0.68066,0.6054,0.82245,0.70328,0.92377,1.0572,0.99552,1.0049,0.963133253,0.817681065,0.787134668,0.577973789,0.47771248,0.377975034,0.466062369
0.52412,0.71365,0.94051,0.74369,0.50947,0.69518,0.82352,0.4592,0.88751,0.91519,0.57115,1.0234,0.81775,0.93352,0.60521,0.55828,0.73989,0.6413,0.45096,0.4204,0.66188,0.6056,0.84063,0.67496,0.75897,1.0336,1.0606,0.87085,0.859824963,0.822765585,0.759186248,0.584894996,0.464279845,0.400981834,0.683771305
0.52316,0.71482,0.90708,0.63221,0.55931,0.48754,0.76969,0.34717,0.82308,0.85423,0.47893,0.99845,0.80148,0.91449,0.52987,0.53784,0.76182,0.62763,0.45064,0.42068,0.66189,0.61947,0.98602,0.67785,0.75897,1.0339,0.9852,0.87087,0.859824963,0.828185639,0.618127985,0.608413483,0.532356242,0.344666197,0.641190079
0.30931,0.70954,0.90708,0.62218,0.5859,0.50676,0.67173,0.37318,0.81719,0.84153,0.41109,1.0335,1.0338,1.0197,0.56435,0.57633,0.65832,0.59501,0.50928,0.49314,0.72447,0.67227,0.98394,0.85303,0.74456,1.0896,1.0378,0.96086,0.754368932,0.809568124,0.49449706,0.539109685,0.43818368,0.433671968,0.826327478
0.32937,0.89496,0.90047,0.56511,0.56459,0.4979,0.67324,0.54402,0.77804,0.88078,0.45844,1.057,1.1458,0.9276,0.36259,0.48286,0.62637,0.55012,0.43353,0.48266,0.68433,0.79012,1.0263,0.8431,0.78659,1.051,1.0219,1.0458,0.707044667,0.933343245,0.536909885,0.557995394,0.503259897,0.417774444,0.736596674
0.37471,0.86266,0.9396,0.57759,0.59849,0.52961,0.69713,0.50693,0.81619,0.89789,0.52071,1.0442,1.1581,0.99158,0.4235,0.54965,0.58695,0.39295,0.41528,0.48658,0.55283,0.80393,1.0376,0.82857,0.90217,1.0466,0.99628,1.101,0.74905431,0.983129483,0.642619699,0.529858083,0.502600792,0.399682094,0.689903559
0.3934,0.8201,0.92235,0.51848,0.51814,0.59112,0.81098,0.54375,0.79887,0.89148,0.53491,1.0112,1.1399,0.99685,0.37769,0.63046,0.58891,0.40982,0.41528,0.48659,0.50192,0.68594,0.90818,0.82046,0.89034,0.99535,0.93138,1.099,0.92272847,0.918779836,0.609464359,0.581508674,0.545801337,0.429914469,0.689210863
0.4031,0.90243,0.9559,0.45432,0.5299,0.69585,0.84599,0.6238,0.86397,1.0184,0.70006,0.94165,0.96104,0.95552,0.34873,0.73924,0.45253,0.36888,0.47348,0.505,0.50091,0.74897,0.95051,0.69528,0.67253,0.98876,0.97647,1.0099,0.884629585,0.853162944,0.663432935,0.513658768,0.708478553,0.497019055,0.402049449
0.40872,0.93753,0.95128,0.46919,0.45709,0.69585,0.75518,0.54403,0.84041,1.0238,0.70022,0.90064,0.95125,1.0014,0.33704,0.69626,0.41833,0.36967,0.49098,0.55204,0.50607,0.70234,0.90329,0.6976,0.76802,1.0307,0.87321,0.8877,0.963573005,0.882976432,0.631091879,0.425301066,0.688528132,0.484756927,0.262097564
0.51958,0.96538,0.92464,0.4613,0.60936,0.69585,0.63854,0.57396,0.79961,1.0027,0.66085,0.85769,0.85052,0.89902,0.22421,0.72994,0.39952,0.29016,0.58394,0.69929,0.51268,0.71509,0.81441,0.80192,0.83694,1.0965,0.86466,0.94004,0.969917174,0.756761598,0.633567666,0.502417163,0.535503622,0.450354906,0.112938786
0.6126,0.90453,0.92492,0.45975,0.61248,0.72582,0.56167,0.57404,0.79993,0.93721,0.66061,0.85769,0.85052,0.81401,0.24308,0.70904,0.37637,0.3048,0.60424,0.76151,0.64016,0.70946,0.73475,0.87476,0.95509,1.1312,0.86502,1.0276,0.95354524,0.740001545,0.633528198,0.502417163,0.535656728,0.460796929,0.11103842
0.67541,0.89264,0.87397,0.42974,0.93459,0.77166,0.67268,0.5325,0.81027,0.8018,0.88716,0.7016,0.84418,0.55927,0.24866,0.782,0.34904,0.23601,0.48056,0.84184,0.64017,0.80499,0.74355,0.80034,1.0256,1.0919,0.90536,1.0277,0.953664552,0.770028592,0.603135695,0.535274552,0.432759521,0.577615968,-1.350478799
0.76559,0.84924,0.80632,0.38833,0.89313,0.78576,0.64531,0.5533,0.70736,0.78456,0.88981,0.71589,0.81897,0.5822,0.22782,0.74915,0.41586,0.32881,0.29655,0.81549,0.59455,0.74383,0.61828,0.89735,0.90639,1.0309,0.97618,0.89723,0.860247078,0.794944872,0.674987365,0.489256546,0.429210607,0.573285672,-1.583426469
0.743,0.87389,0.76142,0.42865,0.80898,0.71242,0.5725,0.62449,0.8056,0.72186,0.90493,0.76318,0.85193,0.60251,0.25811,0.72449,0.43866,0.29474,0.25946,0.69326,0.64163,0.72406,0.57401,0.92557,0.99387,0.97518,0.88042,0.989877446,0.880985159,0.805317365,0.61673716,0.391069702,0.354398316,0.485865506,-2.422996249
0.77505,0.87408,0.76217,0.42865,0.80325,0.69285,0.5725,0.64538,0.82792,0.60692,0.9268,0.77265,0.84762,0.54807,0.36252,0.73808,0.47205,0.31449,0.24152,0.66518,0.58019,0.76232,0.58278,0.79349,0.94935,0.97291,0.88044,0.906344259,0.845523541,0.740934918,0.632893928,0.380802572,0.35182757,0.620119827,-2.380445778
0.77689,0.85549,0.6965,0.59525,0.63295,0.60998,0.45768,0.6433,0.74216,0.46319,0.98227,0.74263,0.81442,0.41661,0.34962,0.76374,0.44928,0.31497,0.24138,0.66517,0.58009,0.82929,0.64861,0.79349,0.9479,1.0372,0.89879,0.906344259,0.847878275,0.447743462,0.650981015,0.482102861,0.279562215,0.538449662,-9.431300797
0.87907,0.85549,0.70189,0.56987,0.71988,0.58035,0.44708,0.64159,0.73164,0.29193,0.99368,1.0246,0.9021,0.46692,0.58662,0.60084,0.41273,0.38352,0.40379,0.76359,0.72469,0.83086,0.67646,0.75993,1.1073,0.91873,0.93805,0.805721325,0.832528775,0.429336978,0.616246066,0.451045,0.374811136,0.709781979,-8.070363232
0.81352,0.83426,0.65078,0.57049,0.68861,0.52464,0.48731,0.65551,0.90747,0.29315,0.89826,1.0011,0.88007,0.37901,0.49091,0.69602,0.43659,0.43746,0.4153,0.72343,0.75961,0.81592,0.67083,0.78505,1.1198,0.93667,0.96273,0.748599028,0.84346689,0.389054288,0.623457366,0.480769364,0.366255628,0.675009899,-7.662888232
0.82926,0.85589,0.65378,0.5758,0.71605,0.51657,0.49394,0.66367,0.92711,0.31039,0.89971,1.002,0.89465,0.32086,0.45955,0.66666,0.3422,0.38381,0.50105,0.70365,0.79828,0.8334,0.66647,0.84487,1.1118,0.88161,0.94033,0.777343629,0.891858312,0.546443861,0.57941039,0.471573466,0.336619821,0.632353861,-5.541010066
0.81964,0.87917,0.57153,0.5255,0.74064,0.62154,0.51921,0.65701,0.9289,0.31296,0.88011,0.99811,0.90863,0.28376,0.54616,0.6675,0.35463,0.38381,0.50104,0.68367,0.77733,0.74465,0.55224,0.81869,1.0764,0.82695,0.87962,0.806052984,0.89377548,0.486213173,0.64100951,0.517489274,0.36719119,0.632264535,-5.504883177
0.78979,0.92601,0.63077,0.53919,0.79866,0.64197,0.5496,0.66045,1.0656,0.42627,0.81508,0.86566,0.91783,0.23987,0.63349,0.59433,0.43375,0.39741,0.49823,0.64089,0.63272,0.76186,0.55396,0.6418,1.0735,0.76508,0.84248,0.778343254,0.860444376,0.496338866,0.648387648,0.675630576,0.474906596,0.56560405,-4.755506676
0.89031,0.93303,0.60629,0.48329,0.79866,0.63563,0.50831,0.65506,1.1053,0.41979,0.67103,0.85734,1.0232,0.2481,0.65801,0.60349,0.43159,0.41735,0.51666,0.60953,0.67119,0.74324,0.5925,0.71139,1.0698,0.78446,0.81901,0.806540684,0.863464374,0.436810456,0.628344689,0.638216904,0.464614587,0.545342693,-4.027203671
0.8958,0.93269,0.62913,0.50719,0.79866,0.61744,0.51376,0.6485,1.108,0.4005,0.64938,0.86424,1.0094,0.18049,0.65839,0.61904,0.41904,0.40825,0.58494,0.6015,0.66838,0.71289,0.59921,0.68486,1.0807,0.76337,0.83251,0.835740585,0.86761471,0.450246672,0.664359729,0.610447905,0.460694637,0.536049638,-4.061761801
0.90143,0.93272,0.62901,0.50753,0.77188,0.57391,0.51379,0.64861,1.0743,0.40045,0.64938,0.86424,0.95254,0.18356,0.63461,0.60009,0.39126,0.41598,0.59932,0.62898,0.67047,0.6705,0.55926,0.70352,1.0957,0.76796,0.83254,0.806101351,0.845377955,0.450199579,0.664359729,0.6104586,0.44738414,0.535986792,-4.038527298
0.88458,0.93535,0.60154,0.65098,0.82687,0.63402,0.49164,0.64984,1.0234,0.50207,0.58658,0.84824,0.85517,0.18746,0.67978,0.59278,0.37067,0.36308,0.62611,0.62903,0.67017,0.67321,0.61041,0.74234,1.0876,0.76804,0.76994,0.806129037,0.842771858,0.437505079,0.644989516,0.572309392,0.495286065,0.081869606,-3.885807837
0.89255,0.93168,0.60304,0.65261,0.82583,0.63466,0.4988,0.61747,1.0238,0.50668,0.58781,0.84693,0.88082,0.19327,0.67205,0.60753,0.39121,0.31109,0.61611,0.60162,0.6958,0.67211,0.61589,0.66915,1.0826,0.79042,0.780117651,0.761183013,0.852832842,0.444627577,0.649035739,0.570152247,0.497963408,0.066932653,-3.901117521
0.89486,0.93168,0.60304,0.65261,0.83342,0.63466,0.50222,0.61215,1.0195,0.50714,0.59485,0.83908,0.87555,0.19319,0.66773,0.60702,0.3671,0.30993,0.60917,0.60488,0.69441,0.67211,0.61589,0.67439,1.0816,0.80683,0.780117651,0.767059078,0.856311249,0.444627577,0.649035739,0.570282791,0.496364337,0.069043418,-3.9347037
0.89486,0.93168,0.60304,0.65261,0.83342,0.63466,0.50222,0.61354,1.0195,0.50714,0.59485,0.83908,0.87555,0.19319,0.66773,0.60702,0.3671,0.30993,0.60917,0.60488,0.69441,0.67211,0.61589,0.67439,1.0816,0.80683,0.780117651,0.767059078,0.846810049,0.444627577,0.649035739,0.570282791,0.496364337,0.069043418,-3.9347037
0.89486,0.93168,0.60304,0.65261,0.83342,0.63466,0.50222,0.61354,1.0195,0.50714,0.59485,0.83908,0.87555,0.19319,0.66773,0.60702,0.3671,0.30993,0.60917,0.60488,0.69441,0.67211,0.61589,0.67439,1.0816,0.80683,0.780117651,0.767059078,0.7899647,0.444627577,0.649035739,0.570282791,0.496364337,0.069043418,-3.9347037
0.89486,0.93168,0.60304,0.65261,0.83342,0.63466,0.50222,0.61354,1.0195,0.50714,0.59485,0.83908,0.87555,0.19319,0.66773,0.60702,0.3671,0.30993,0.60917,0.60488,0.69441,0.67211,0.61589,0.67439,1.0816,0.80683,0.780117651,0.767059078,0.721520899,0.444627577,0.649035739,0.570282791,0.496364337,0.069043418,-3.9347037
0.89486,0.93168,0.60304,0.65261,0.83342,0.63466,0.50222,0.61354,1.0195,0.50714,0.59485,0.83908,0.87555,0.19319,0.66773,0.60702,0.3671,0.30993,0.60917,0.60488,0.69441,0.67211,0.61589,0.67439,1.0816,0.80683,0.780117651,0.767059078,0.729154844,0.444627577,0.649035739,0.570282791,0.496364337,0.069043418,-3.9347037
0.89486,0.93168,0.60304,0.65261,0.83342,0.63466,0.50222,0.61354,1.0195,0.50714,0.59485,0.83908,0.87555,0.19319,0.66773,0.60702,0.3671,0.30993,0.60917,0.60488,0.69441,0.67211,0.61589,0.67439,1.0816,0.80683,0.780117651,0.767059078,0.709840447,0.444627577,0.649035739,0.570282791,0.496364337,0.069043418,-3.9347037
0.89486,0.93168,0.60304,0.65261,0.83342,0.63466,0.50222,0.61354,1.0195,0.50714,0.59485,0.83908,0.87555,0.19319,0.66773,0.60702,0.3671,0.30993,0.60917,0.60488,0.69441,0.67211,0.61589,0.67439,1.0816,0.80683,0.780117651,0.767059078,0.709840447,0.444627577,0.649035739,0.570282791,0.496364337,0.069043418,-3.9347037
0.89486,0.93168,0.60304,0.65261,0.83342,0.63466,0.50222,0.61354,1.0195,0.50714,0.59485,0.83908,0.87555,0.19319,0.66773,0.60702,0.3671,0.30993,0.60917,0.60488,0.69441,0.67211,0.61589,0.67439,1.0816,0.80683,0.780117651,0.767059078,0.709840447,0.444627577,0.649035739,0.570282791,0.496364337,0.069043418,-3.9347037
1.159285,0.782993,0.430202,0.134948,0.113873,0.885675,0.123396,0.783415,0.798249,-0.282705,1.353681,1.220932,0.562794,0.949155,0.676613,0.362604,0.160362,0.566413,0.311918,0.544396,0.629298,0.565669,0.426944,0.728834,0.955677,0.931679,0.668628,0.525196,0.328321,0.725123,0.370716,0.636915,0.586232,-1.262655,-9.093019
