date,pmi,business_outlook_survey,business_confidence_index,consumer_confidence_index,industrial_production,mgdp,business_sales,new_residential_sales,inventories,unemployment_rate,employment,weekly_hours,hourly_earnings,consumer_credit,personal_income,federal_debt,exports,imports,ppi,cpi,monetary_base,bank_assets,bank_liabilities,mortgage_rate,federal_funds_rate,treasury_bill,treasury_bill_10,effective_exchange_rate,spot_euro_us,nyse_composite_index,vix
2006m2,55.8,15.3,100.3881,100.2672,101.0669,15221.431,1056372.0,539.0,1327081.0,4.8,135737.0,41.1,16.48,2374.97732,11176.2,8504.4,148596.0,81535.0,161.8,199.4,804855.0,8915884.7,8331365.3,6.26,4.49,4.43,4.55,105.94,1.1938,8106.450195,12.34
2006m3,54.3,14.7,100.35600000000001,100.1273,101.2751,15345.976,1060723.0,552.0,1340143.0,4.7,136047.0,41.1,16.54,2385.80789,11196.7,8515.2,150759.0,83299.0,162.2,199.7,810146.0,8976465.1,8380312.8,6.35,4.59,4.51,4.86,106.52,1.202,8060.450195,11.39
2006m4,55.2,14.2,100.3391,99.8595,101.6813,15259.19,1059698.0,565.0,1348626.0,4.7,136205.0,41.3,16.63,2397.6806,11191.2,8463.4,151278.0,83188.0,164.3,200.7,809191.0,9104902.8,8500275.6,6.58,4.79,4.6,5.07,106.13,1.2271,8233.230469,11.59
2006m5,53.7,13.7,100.199,99.55934,101.579,15334.886999999999,1073652.0,565.0,1363396.0,4.6,136244.0,41.2,16.65,2407.16145,11186.4,8440.3,154996.0,84593.0,165.8,201.3,812561.0,9227757.6,8608915.4,6.62,4.94,4.72,5.12,103.28,1.2770000000000001,8471.429688,16.44
2006m6,52.0,11.7,100.0657,99.53723000000001,101.9693,15314.428999999998,1076046.0,566.0,1375676.0,4.6,136325.0,41.2,16.72,2395.81318,11213.7,8497.3,155279.0,86432.0,166.1,201.8,812366.0,9243661.2,8636806.4,6.78,4.99,4.79,5.15,104.99,1.265,8189.109863,13.08
2006m7,53.0,4.0,100.0074,99.57571999999999,101.9319,15265.421,1071367.0,572.0,1380716.0,4.7,136520.0,41.4,16.77,2403.09925,11204.6,8570.7,156232.0,84328.0,166.8,202.9,811505.0,9291226.6,8693730.5,6.72,5.24,4.95,4.99,104.99,1.2684,8169.069823999999,14.95
2006m8,53.7,12.5,99.91815,99.68030999999999,102.3327,15326.07,1084110.0,566.0,1391474.0,4.7,136694.0,41.2,16.82,2415.73203,11201.3,8700.3,159838.0,86715.0,167.9,203.8,809714.0,9330678.7,8732704.3,6.44,5.25,4.96,4.74,104.18,1.2811,8242.230469,12.31
2006m9,52.2,-0.8,99.73254,100.0159,102.1252,15388.128999999999,1067961.0,559.0,1396584.0,4.5,136843.0,41.1,16.87,2426.81323,11272.5,8721.6,157913.0,87510.0,165.4,202.8,810401.0,9380166.3,8740450.1,6.31,5.25,4.81,4.64,104.08,1.2727,8388.679688,11.98
2006m10,51.4,2.3,99.53733000000001,100.4628,102.0668,15391.263,1063883.0,554.0,1401478.0,4.4,136852.0,41.2,16.93,2429.39986,11330.4,8800.6,153411.0,88264.0,162.2,201.9,809839.0,9586999.9,8910272.6,6.4,5.25,4.92,4.61,104.21,1.2611,8469.669922,11.1
2006m11,50.3,4.5,99.39907,100.7087,101.9688,15499.991000000002,1070361.0,543.0,1407567.0,4.5,137063.0,41.0,16.97,2440.74907,11374.4,8892.6,154406.0,89566.0,164.6,202.0,816786.0,9635069.3,8967385.7,6.14,5.25,4.94,4.46,103.02,1.2881,8774.980469,10.91
2006m12,51.4,-1.8,99.38039,100.8316,103.0292,15480.069,1096569.0,536.0,1408790.0,4.4,137249.0,41.1,17.04,2456.7157,11418.1,8868.2,158312.0,89984.0,165.6,203.1,826731.0,9764764.6,9059430.0,6.18,5.24,4.85,4.71,101.97,1.3213,8969.0,11.56
2007m1,49.5,7.5,99.36495,100.8656,102.4933,15460.765,1081805.0,538.0,1412746.0,4.6,137477.0,41.0,17.09,2457.94558,11428.8,8871.6,156000.0,90847.0,164.0,203.437,822978.0,9833402.8,9110347.3,6.25,5.25,4.98,4.83,104.15,1.2999,9137.959961,10.42
2007m2,51.9,3.5,99.47892,100.6282,103.5264,15564.445,1095439.0,544.0,1419159.0,4.5,137558.0,40.9,17.15,2470.04992,11472.4,9014.5,155097.0,88931.0,166.8,204.226,820044.0,9887518.4,9176215.9,6.22,5.26,5.03,4.56,104.23,1.3074,9254.839844,15.42
2007m3,50.7,2.8,99.61414,100.3389,103.7521,15455.232,1108095.0,545.0,1420908.0,4.4,137793.0,41.3,17.22,2484.43318,11512.0,9064.0,161806.0,92877.0,169.3,205.28799999999998,820914.0,9857577.7,9157957.4,6.16,5.26,4.94,4.65,104.04,1.3242,9124.540039,14.64
2007m4,52.6,2.9,99.80639000000001,100.1537,104.4814,15582.805,1115282.0,548.0,1428267.0,4.5,137842.0,41.3,17.27,2493.72977,11511.1,9066.0,159655.0,92573.0,171.4,205.90400000000002,822978.0,9945369.3,9251294.6,6.16,5.25,4.87,4.63,102.78,1.3516,9261.839844,14.22
2007m5,52.5,3.7,99.92116999999999,100.0895,104.5322,15575.691,1128303.0,545.0,1438393.0,4.4,137993.0,41.2,17.33,2510.01606,11504.1,8966.1,161050.0,94330.0,173.3,206.755,825698.0,9995716.7,9286959.1,6.42,5.25,4.73,4.9,102.47,1.3511,9627.730469,13.05
2007m6,52.6,17.3,99.93134,100.0462,104.5617,15588.038,1125577.0,542.0,1445490.0,4.6,138069.0,41.4,17.42,2519.12104,11486.2,8977.0,163137.0,95344.0,173.8,207.234,827158.0,10062641.2,9378610.9,6.67,5.25,4.61,5.03,102.47,1.3419,9978.740234,16.23
2007m7,52.4,6.8,99.80230999999999,100.0216,104.5227,15531.417,1124305.0,537.0,1446655.0,4.7,138038.0,41.3,17.46,2533.66767,11495.9,9124.9,163679.0,95773.0,175.1,207.60299999999998,828938.0,10160132.5,9472613.2,6.69,5.26,4.82,4.78,100.99,1.3716,9873.019531,23.52
2007m8,50.9,-0.5,99.61608000000001,99.77774000000001,104.7556,15720.267,1131661.0,533.0,1452556.0,4.6,138015.0,41.3,17.5,2552.76707,11504.3,9259.5,163444.0,97552.0,172.4,207.667,829602.0,10311270.0,9619061.4,6.45,5.02,4.2,4.54,100.99,1.3622,9554.5,23.38
2007m9,51.0,7.5,99.45425,99.50626,105.1611,15748.742,1138415.0,527.0,1460799.0,4.7,138095.0,41.3,17.56,2566.9953600000003,11531.8,9279.9,164883.0,98065.0,173.5,208.547,827418.0,10473041.1,9729780.1,6.42,4.94,3.89,4.59,99.35,1.3896,9597.009766,18.0
2007m10,51.1,7.8,99.33804,99.19285,104.7171,15731.567,1151977.0,514.0,1466424.0,4.7,138174.0,41.2,17.58,2582.32603,11513.6,9384.7,166868.0,99509.0,174.7,209.19,829039.0,10602940.7,9846531.2,6.33,4.76,3.9,4.48,96.92,1.4227,10039.299805,18.53
2007m11,50.5,6.6,99.23355,98.8887,105.3338,15758.237,1173883.0,503.0,1476563.0,4.7,138284.0,41.3,17.63,2597.6493,11500.1,9644.8,171602.0,100798.0,179.0,210.834,834315.0,10765625.3,10009806.2,6.1,4.49,3.27,3.97,95.38,1.4684,10311.549805,22.87
2007m12,49.0,-5.4,99.14562,98.70975,105.3457,15796.303,1163811.0,497.0,1487939.0,5.0,138392.0,41.1,17.69,2609.47653,11541.8,9702.1,169741.0,101598.0,178.6,211.445,837192.0,10831795.4,10048716.2,6.17,4.24,3.0,4.04,96.54,1.4569999999999999,9856.80957,22.5
2008m1,50.3,-18.3,99.1328,98.53775,105.0619,15820.622,1181107.0,487.0,1501621.0,5.0,138403.0,41.1,17.73,2619.42765,11553.4,9883.8,175412.0,104441.0,181.0,212.174,830632.0,10948674.6,10117813.2,5.68,3.94,2.75,3.67,96.62,1.4718,9740.30957,26.2
2008m2,47.6,-20.2,99.03725,98.12379,104.7094,15591.665,1176453.0,477.0,1507881.0,4.9,138324.0,41.2,17.8,2634.49642,11551.4,10039.7,179496.0,107512.0,182.7,212.687,829527.0,10989987.8,10181148.5,6.24,2.98,2.12,3.53,95.84,1.4748,9126.169922,26.54
2008m3,48.3,-14.9,99.01225,97.62471,104.4616,15602.152,1175649.0,470.0,1507013.0,5.1,138275.0,41.3,17.88,2645.60364,11546.6,10128.0,175126.0,105976.0,187.9,213.44799999999998,832999.0,11116380.6,10321084.9,5.85,2.61,1.26,3.45,93.65,1.5527,8962.459961,25.61
2008m4,48.8,-21.3,99.08071,97.06214,103.6704,15657.661,1195805.0,458.0,1513936.0,5.0,138035.0,41.1,17.92,2654.24323,11500.4,9932.8,182776.0,110383.0,190.9,213.942,830234.0,11058094.8,10270549.4,6.03,2.28,1.29,3.77,93.58,1.5751,8797.160156,20.79
2008m5,48.8,-16.1,99.22733000000001,96.65824,103.0863,15693.823,1206745.0,451.0,1517253.0,5.4,137858.0,41.0,17.98,2660.19315,12051.5,9824.8,183767.0,110828.0,196.6,215.208,834675.0,11015784.3,10217078.0,6.08,1.98,1.73,4.06,94.31,1.5557,9299.599609,17.83
2008m6,49.8,-16.8,99.3301,96.53121999999999,102.8445,15905.122,1222562.0,435.0,1526009.0,5.6,137687.0,41.0,18.03,2662.4095199999997,11732.6,9969.0,186963.0,115784.0,200.5,217.463,840175.0,10992636.0,10232888.0,6.45,2.0,1.86,3.99,95.19,1.5553,9401.099609,23.95
2008m7,50.0,-16.2,99.23746,96.74750999999999,102.3002,15773.306,1217385.0,419.0,1536649.0,5.8,137491.0,40.9,18.1,2665.32126,11548.0,10045.5,194334.0,118309.0,205.5,219.016,847018.0,11000728.2,10234892.7,6.52,2.01,1.63,3.99,94.69,1.577,8660.290039,22.94
2008m8,49.2,-17.6,98.79971,97.02154,100.7353,15699.431999999999,1194331.0,409.0,1537602.0,6.1,137213.0,40.9,18.18,2662.23778,11482.1,10134.7,186261.0,116219.0,199.0,218.69,847628.0,10987450.5,10240900.2,6.4,2.0,1.72,3.83,97.29,1.4975,8438.709961,20.65
2008m9,44.8,2.1,97.91701,97.10252,96.3666,15528.401000000002,1165038.0,395.0,1528271.0,6.1,136753.0,40.5,18.2,2657.38913,11514.0,10475.3,175833.0,107172.0,196.9,218.877,909687.0,11284242.5,10507605.6,6.09,1.81,1.13,3.85,99.75,1.4369,8382.769531,39.39
2008m10,38.9,-37.8,96.95461999999999,96.72668,97.2832,15404.496000000001,1113845.0,381.0,1514987.0,6.5,136272.0,40.5,18.25,2660.7295,11576.5,10904.6,174067.0,105006.0,186.4,216.995,1136412.0,11946897.4,11144853.6,6.46,0.97,0.67,4.01,107.15,1.3322,7532.799805,59.89
2008m11,36.5,-40.9,96.19379,96.45340999999999,96.0605,15427.989,1036352.0,371.0,1496483.0,6.8,135545.0,40.1,18.31,2651.48139,11664.0,11285.2,150372.0,97819.0,176.8,213.153,1442251.0,12133269.6,11351637.9,5.97,0.39,0.19,2.93,108.78,1.2732,6061.089844,55.28
2008m12,33.1,-37.6,95.76488,96.44547,93.2521,15151.595,997274.0,353.0,1466005.0,7.3,134839.0,39.8,18.38,2643.7889600000003,11605.4,11565.9,139234.0,87992.0,170.9,211.398,1666365.0,12351328.8,11523458.7,5.1,0.16,0.03,2.25,106.26,1.3449,5599.290039,40.0
2009m1,34.9,-31.1,95.80416,96.45314,91.0373,15195.583999999999,979519.0,341.0,1448031.0,7.8,134055.0,39.7,18.4,2647.0288600000003,11646.5,11307.6,129116.0,82415.0,171.2,211.933,1712014.0,12249414.5,11398900.1,5.1,0.15,0.13,2.87,107.98,1.3239,5755.759765999999,44.84
2009m2,35.5,-39.3,96.03244000000001,96.42541999999999,90.4502,15149.778,983524.0,326.0,1426186.0,8.3,133312.0,39.6,18.44,2638.5327399999996,11526.3,11484.8,121807.0,84903.0,169.3,212.705,1561699.0,12021992.3,11159882.7,5.07,0.22,0.3,3.02,111.57,1.2785,5195.790039,46.35
2009m3,36.0,-34.7,96.43181,96.64044,89.016,15122.794,956032.0,311.0,1405422.0,8.7,132512.0,39.3,18.5,2622.82785,11522.9,11877.4,121885.0,83500.0,168.1,212.495,1647305.0,12053582.5,11188463.6,4.85,0.18,0.21,2.71,112.21,1.305,4617.029785,44.14
2009m4,39.5,-25.2,97.03969000000001,97.11763,88.3056,15122.716,954080.0,300.0,1387422.0,9.0,131817.0,39.5,18.52,2615.97301,11626.3,11817.0,120572.0,81088.0,169.1,212.709,1753246.0,12041720.6,11184936.4,4.78,0.15,0.16,3.16,108.77,1.319,4978.959961,36.5
2009m5,41.7,-22.4,97.70611,97.52823000000001,87.4155,15139.141000000001,961418.0,291.0,1371061.0,9.4,131475.0,39.3,18.53,2610.01078,11818.8,11822.8,118736.0,83369.0,170.8,213.02200000000002,1775104.0,12078983.6,11215158.8,4.91,0.18,0.18,3.47,104.79,1.365,5513.359863000001,28.92
2009m6,45.8,0.2,98.38078,97.69821999999999,87.0742,15140.747,977602.0,280.0,1353743.0,9.5,131008.0,39.6,18.56,2591.47541,11623.6,12003.0,122156.0,85737.0,174.1,214.79,1683704.0,11947337.2,11112847.5,5.42,0.21,0.18,3.53,104.02,1.4016,6004.069824,26.35
2009m7,49.9,-6.6,99.07314000000001,97.65007,88.0323,15124.96,983683.0,270.0,1338867.0,9.5,130668.0,39.9,18.59,2590.85498,11569.8,12128.6,129912.0,87833.0,172.5,214.726,1673598.0,11772077.9,10910610.8,5.25,0.16,0.18,3.52,103.63,1.4088,5905.160156,25.92
2009m8,53.5,8.8,99.64751,97.69659,89.01899999999999,15220.624,997710.0,261.0,1320339.0,9.6,130485.0,40.0,18.67,2582.12601,11540.3,12306.6,128770.0,87767.0,175.0,215.445,1710773.0,11708062.2,10856078.6,5.14,0.16,0.17,3.4,101.77,1.4268,6424.279785,26.01
2009m9,54.4,15.1,99.98100000000001,97.88596,89.6926,15222.42,999013.0,252.0,1315329.0,9.8,130244.0,40.0,18.7,2576.5943899999997,11561.9,12455.3,136267.0,91673.0,174.1,215.861,1801165.0,11695427.9,10814788.2,5.04,0.15,0.12,3.31,100.86,1.4562,6643.240234000001,25.61
2009m10,56.0,12.7,100.2169,97.91753,89.9797,15429.155,1010232.0,243.0,1323157.0,10.0,130045.0,40.2,18.74,2563.4227300000002,11512.2,12433.4,139309.0,94829.0,175.2,216.50900000000001,1936314.0,11753140.9,10814192.0,5.03,0.12,0.07,3.41,99.13,1.4816,6910.870117,30.69
2009m11,54.4,15.4,100.3417,97.93247,90.3375,15364.169,1028836.0,237.0,1332443.0,9.9,130057.0,40.5,18.8,2551.56929,11543.9,12748.4,143475.0,94635.0,177.4,217.234,2024608.0,11772252.9,10831293.9,4.78,0.12,0.05,3.21,98.36,1.4914,6739.470215,24.51
2009m12,55.3,16.5,100.5758,98.11788,90.6132,15275.163,1037969.0,234.0,1331784.0,9.9,129788.0,40.6,18.83,2555.01664,11607.1,12697.4,147620.0,98293.0,178.1,217.347,2026220.0,11742337.6,10752596.0,5.14,0.12,0.05,3.85,98.55,1.4614,7092.359863,21.68
2010m1,57.2,12.9,100.9128,98.28975,91.6642,15363.572,1047276.0,233.0,1332686.0,9.8,129790.0,40.8,18.88,2543.5080199999998,11608.3,12786.8,146808.0,98302.0,181.9,217.488,1994962.0,11686676.5,10312254.1,4.98,0.11,0.06,3.63,99.26,1.4272,7184.97998,24.62
2010m2,55.8,13.9,101.1544,98.34834000000001,91.994,15394.111,1049679.0,231.0,1340213.0,9.8,129698.0,40.5,18.91,2530.02428,11606.0,12922.5,150520.0,99555.0,181.0,217.28099999999998,2115182.0,11702962.8,10333241.0,5.05,0.13,0.11,3.61,100.81,1.3686,6883.790039,19.5
2010m3,58.8,14.2,101.35600000000001,98.34505,92.5993,15487.844,1070464.0,227.0,1348255.0,9.9,129879.0,41.0,18.91,2536.55195,11643.9,13158.1,153982.0,103530.0,183.3,217.35299999999998,2079591.0,11655883.4,10332725.9,4.99,0.16,0.15,3.84,99.92,1.3569,7035.049805,17.59
2010m4,58.1,16.0,101.2944,98.32333,92.9436,15553.987,1083067.0,217.0,1353065.0,9.9,130110.0,41.1,18.96,2532.7647899999997,11741.0,13417.3,153706.0,102397.0,184.4,217.403,2014449.0,11843446.8,10524994.5,5.06,0.2,0.16,3.69,99.43,1.3406,7447.939941,22.05
2010m5,58.3,22.2,101.0043,98.32198000000001,94.2997,15521.893999999998,1075608.0,216.0,1356333.0,9.6,130650.0,41.4,19.01,2521.68794,11835.3,13582.8,158128.0,105517.0,184.8,217.29,2012331.0,11795792.8,10469408.5,4.78,0.2,0.16,3.31,103.4,1.2565,7474.430176000001,32.07
2010m6,56.4,14.9,100.6615,98.22091999999999,94.4397,15596.317,1075575.0,212.0,1367379.0,9.4,130511.0,41.0,19.02,2518.4164100000003,11856.3,13944.3,162202.0,104494.0,183.5,217.199,2002433.0,11725877.4,10413039.6,4.69,0.18,0.12,2.97,104.25,1.2209,6791.439941,34.54
2010m7,56.4,7.7,100.4697,97.9185,94.8536,15665.64,1084710.0,209.0,1379150.0,9.4,130427.0,41.1,19.04,2521.1048,11875.8,14004.6,159664.0,107246.0,184.1,217.605,1994298.0,11788374.2,10478770.6,4.54,0.18,0.16,2.94,102.19,1.2770000000000001,6469.649902,23.5
2010m8,58.0,3.6,100.4443,97.73406,95.1448,15639.103000000001,1090673.0,206.0,1390407.0,9.5,130422.0,41.2,19.11,2520.42213,11910.3,14394.4,164528.0,107428.0,184.9,217.923,1993664.0,11838181.2,10531562.1,4.36,0.19,0.16,2.47,101.03,1.2894,6999.100098000001,26.05
2010m9,56.3,4.5,100.5593,97.68005,95.3637,15711.458,1098086.0,201.0,1406819.0,9.5,130357.0,41.5,19.11,2522.09423,11898.6,14487.6,163835.0,107734.0,184.9,218.275,1961226.0,11790912.9,10477029.8,4.32,0.19,0.15,2.53,99.92,1.3067,6704.22998,23.7
2010m10,57.7,0.3,100.7949,97.7847,95.1109,15748.125,1116860.0,199.0,1421660.0,9.4,130625.0,41.2,19.2,2530.106,11915.9,14585.5,165302.0,112730.0,186.6,219.035,1961720.0,11886762.0,10540209.5,4.23,0.19,0.13,2.63,96.14,1.3898,7281.089844,21.2
2010m11,57.6,19.1,101.0452,98.05807,95.1383,15703.89,1128835.0,195.0,1432712.0,9.8,130750.0,41.3,19.21,2531.23226,11942.2,14648.2,164893.0,113521.0,187.7,219.59,1973139.0,11827965.0,10471993.8,4.4,0.19,0.14,2.81,96.34,1.3661,7513.370117,23.54
2010m12,57.5,15.4,101.2406,98.32457,96.0599,15800.155,1143532.0,190.0,1449943.0,9.3,130822.0,41.3,19.22,2646.81126,12026.5,14595.8,170290.0,116039.0,189.7,220.472,2017000.0,11816242.1,10461021.0,4.86,0.18,0.14,3.3,97.31,1.3219999999999998,7430.950195,17.75
2011m1,59.0,16.5,101.3879,98.4396,95.9364,15650.889,1169930.0,187.0,1460561.0,9.1,130841.0,41.1,19.32,2657.43318,12075.9,14668.8,178698.0,117337.0,192.7,221.187,2047917.0,11836552.3,10432850.3,4.8,0.17,0.15,3.42,96.33,1.3359999999999999,7964.040039,19.53
2011m2,59.3,28.9,101.4424,98.38748000000001,95.5154,15638.282,1168588.0,183.0,1468983.0,9.0,131053.0,41.4,19.31,2663.84422,12105.7,14699.4,174228.0,115705.0,195.8,221.898,2211605.0,11893144.0,10500257.7,4.95,0.16,0.13,3.42,95.52,1.3649,8139.200195,18.35
2011m3,59.1,36.4,101.3398,98.1287,96.4643,15849.218,1197357.0,179.0,1488737.0,9.0,131288.0,41.4,19.31,2672.09243,12068.8,14741.1,181256.0,122617.0,199.2,223.046,2395330.0,12044183.6,10684033.1,4.86,0.14,0.1,3.47,94.65,1.3999,8438.549805,17.74
2011m4,58.9,13.0,101.0754,98.06665,96.1187,15890.173999999999,1204067.0,173.0,1501303.0,9.1,131602.0,41.4,19.36,2680.02274,12046.5,14892.1,181060.0,124393.0,203.1,224.093,2496574.0,12199061.2,10827839.3,4.78,0.1,0.06,3.32,93.14,1.4442,8404.980469,14.75
2011m5,53.7,6.2,100.6504,98.04996,96.3377,15818.118,1197215.0,168.0,1518916.0,9.0,131703.0,41.5,19.41,2684.01872,12034.1,15052.0,185321.0,123588.0,204.1,224.80599999999998,2567185.0,12230657.8,10846772.4,4.6,0.09,0.04,3.05,93.36,1.4349,8671.410156,15.45
2011m6,56.6,-0.5,100.3812,97.72355999999999,96.6154,15767.261,1205069.0,166.0,1526831.0,9.1,131939.0,41.4,19.41,2693.14827,12090.5,14993.2,185391.0,121316.0,203.9,224.80599999999998,2648548.0,12309562.1,10910515.1,4.51,0.09,0.04,3.18,93.59,1.4388,8477.280273,16.52
2011m7,52.9,7.1,100.0934,97.11068,97.1292,15809.737,1211929.0,166.0,1532335.0,9.0,131999.0,41.4,19.47,2717.57887,12125.8,15198.9,185822.0,125104.0,204.6,225.395,2684801.0,12324855.1,10958933.4,4.55,0.07,0.04,2.82,92.94,1.4264,8319.099609,25.25
2011m8,53.0,-19.5,99.90609,96.58755,97.6731,15885.987,1218547.0,162.0,1541003.0,9.0,132125.0,41.3,19.47,2709.21706,12112.5,15807.0,185727.0,125120.0,203.2,226.106,2657678.0,12417771.2,11033172.4,4.22,0.1,0.02,2.23,93.75,1.4343,8124.029785,31.62
2011m9,52.8,-10.7,99.78078000000001,96.51619000000001,97.6494,15766.659,1219126.0,160.0,1535963.0,9.0,132358.0,41.3,19.48,2720.1995699999998,12090.7,16067.8,185718.0,127409.0,203.7,226.597,2637680.0,12452079.1,11053593.9,4.01,0.08,0.01,1.92,97.04,1.3769999999999998,7528.390137,42.96
2011m10,51.8,6.2,99.68677,96.76229000000001,98.3222,16035.964,1228742.0,158.0,1548208.0,8.8,132562.0,41.5,19.56,2728.07785,12112.3,16216.8,186685.0,127268.0,201.1,226.75,2637757.0,12482071.0,11065109.3,4.1,0.07,0.02,2.17,97.94,1.3706,6791.649901999999,29.96
2011m11,52.1,4.0,99.70385,97.23156,98.2433,15989.746000000001,1230373.0,155.0,1556818.0,8.6,132694.0,41.5,19.56,2746.88423,12110.0,16350.9,187195.0,125713.0,201.4,227.169,2605420.0,12466440.9,11047999.2,3.98,0.08,0.01,2.08,98.49,1.3556,7565.029785,27.8
2011m12,53.1,2.4,99.82558,97.81203000000001,98.7876,15986.89,1238982.0,151.0,1565507.0,8.5,132896.0,41.6,19.56,2756.39285,12219.6,16555.2,190853.0,126937.0,199.8,227.22299999999998,2619586.0,12545745.6,11118212.0,3.95,0.07,0.01,1.89,99.08,1.3179,7484.5,23.4
2012m1,52.8,7.5,99.9645,98.30689,99.3925,16034.738000000001,1252877.0,149.0,1571781.0,8.3,133250.0,41.8,19.59,2769.16868,12310.4,16730.0,191550.695566178,125887.953706342,200.7,227.842,2640764.0,12595158.2,11135464.2,3.98,0.08,0.03,1.83,99.16,1.2905,7477.029785,19.44
2012m2,52.4,10.4,100.0766,98.58278,99.6203,16269.793,1265493.0,147.0,1584583.0,8.3,133512.0,41.7,19.59,2775.77002,12384.9,16748.5,186726.53279955,127269.721853121,201.6,228.329,2694422.0,12693365.6,11208573.5,3.95,0.1,0.09,1.98,97.27,1.3224,7838.47998,18.43
2012m3,53.0,8.8,100.1341,98.71573000000001,99.1551,16083.615,1268288.0,145.0,1592191.0,8.2,133752.0,41.6,19.64,2789.48097,12428.7,16678.3,196615.375406,130489.058578442,204.2,228.80700000000002,2655219.0,12632720.3,11175201.2,3.99,0.13,0.08,2.23,98.06,1.3201,8136.129883,15.5
2012m4,53.7,5.7,100.1031,98.75298000000001,99.9006,16183.059,1270481.0,144.0,1598149.0,8.2,133834.0,41.7,19.68,2802.6783600000003,12476.6,16947.4,192329.297392469,129049.123497659,203.7,229.187,2639850.0,12684618.9,11248662.8,3.88,0.14,0.08,1.95,98.45,1.3162,8206.94043,17.15
2012m5,53.2,-0.8,99.90826,98.69314,100.0924,16221.996000000001,1262188.0,144.0,1605487.0,8.2,133934.0,41.6,19.68,2818.89837,12487.0,17236.6,191026.564856353,129327.66841405301,201.9,228.713,2616477.0,12714352.0,11277371.6,3.75,0.16,0.09,1.59,100.49,1.2789,8115.060059,24.06
2012m6,51.0,-12.6,99.62064000000001,98.47398000000001,100.0728,16191.325,1244374.0,145.0,1610591.0,8.2,134007.0,41.7,19.72,2830.41125,12498.1,17244.6,188829.751256966,129422.465710949,199.8,228.524,2618755.0,12745135.1,11300128.9,3.66,0.16,0.09,1.67,101.95,1.2526,7368.410156,17.08
2012m7,50.6,-12.7,99.45084,98.39676,100.3354,16268.265,1247163.0,142.0,1622441.0,8.2,134159.0,41.7,19.74,2840.23177,12409.6,17448.0,187644.617534558,128698.009426389,200.1,228.59,2647752.0,12802990.7,11347206.9,3.49,0.16,0.1,1.51,101.11,1.2288,7810.830078,18.93
2012m8,51.1,-2.6,99.43279,98.57885,99.85600000000001,16168.517,1260346.0,143.0,1630826.0,8.1,134331.0,41.5,19.74,2857.85415,12362.1,17466.7,187209.20583508,127030.178721824,202.7,229.918,2650750.0,12832507.6,11381102.5,3.59,0.13,0.1,1.57,100.16,1.24,7891.339844,17.47
2012m9,52.2,0.2,99.43682,98.91789,99.9049,16225.226,1275531.0,144.0,1641300.0,7.8,134518.0,41.5,19.78,2868.11915,12422.0,17468.3,188747.89405294397,132192.632294396,204.4,231.015,2594909.0,12842192.6,11369750.1,3.4,0.14,0.11,1.65,98.21,1.2856,8012.870117,15.73
2012m10,51.2,-1.1,99.34432,99.16103000000001,100.1167,16157.528999999999,1272094.0,147.0,1643372.0,7.8,134677.0,41.5,19.79,2885.17413,12515.7,17603.7,185822.273399372,126280.540738899,203.5,231.638,2611775.0,12861336.6,11360486.0,3.41,0.16,0.1,1.72,97.79,1.2974,8276.089844,18.6
2012m11,49.5,-10.6,99.28986,99.06843,100.5991,16231.94,1285082.0,150.0,1650501.0,7.7,134833.0,41.5,19.84,2902.74684,12692.5,17748.4,192148.259164916,128357.07658059901,201.8,231.24900000000002,2646809.0,12983817.6,11470705.4,3.32,0.16,0.09,1.62,98.4,1.2828,8231.669922,15.87
